Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000211935,IGHV1-3,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211937,IGHV2-5,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211938,IGHV3-7,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211941,IGHV3-11,IG_V_gene,0,1,1,0,0,0,0,0
ENSG00000211942,IGHV3-13,IG_V_gene,0,1,0,2,0,0,0,0
ENSG00000211943,IGHV3-15,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211944,IGHV3-16,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211945,IGHV1-18,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211946,IGHV3-20,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211947,IGHV3-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211949,IGHV3-23,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211950,IGHV1-24,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211951,IGHV2-26,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211952,IGHV4-28,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211955,IGHV3-33,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211956,IGHV4-34,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211957,IGHV3-35,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211958,IGHV3-38,IG_V_gene,0,0,1,0,0,0,0,0
ENSG00000211959,IGHV4-39,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211961,IGHV1-45,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211962,IGHV1-46,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211964,IGHV3-48,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211965,IGHV3-49,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211966,IGHV5-51,IG_V_gene,0,1,0,1,0,0,0,0
ENSG00000211967,IGHV3-53,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211968,IGHV1-58,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211970,IGHV4-61,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211972,IGHV3-66,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211973,IGHV1-69,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211974,IGHV2-70D,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211976,IGHV3-73,IG_V_gene,1,1,0,0,0,0,0,0
ENSG00000211979,IGHV7-81,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000212122,TSSK1B,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212123,PRR22,protein_coding,57,103,67,86,6,2,7,16
ENSG00000212124,TAS2R19,protein_coding,4,5,3,8,11,3,3,13
ENSG00000212126,TAS2R50,protein_coding,0,0,0,0,2,0,0,4
ENSG00000212127,TAS2R14,protein_coding,14,19,28,38,17,1,3,3
ENSG00000212128,TAS2R13,protein_coding,0,0,0,0,1,0,0,3
ENSG00000212657,KRTAP16-1,protein_coding,0,1,0,0,2,0,0,1
ENSG00000212658,KRTAP29-1,protein_coding,0,0,0,1,0,0,0,0
ENSG00000212659,KRTAP9-6,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212710,CTAGE1,protein_coding,4,5,2,3,3,2,0,1
ENSG00000212721,KRTAP4-11,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212722,KRTAP4-9,protein_coding,0,0,0,1,29,17,5,19
ENSG00000212724,KRTAP2-3,protein_coding,0,0,0,0,2,0,0,1
ENSG00000212725,KRTAP2-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212747,RTL8B,protein_coding,1,2,2,3,144,43,38,112
ENSG00000212807,OR2A42,protein_coding,0,0,0,0,1,0,1,0
ENSG00000212864,RNF208,protein_coding,712,740,419,689,36,19,15,36
ENSG00000212899,KRTAP3-3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212900,KRTAP3-2,protein_coding,0,0,0,0,0,0,2,0
ENSG00000212901,KRTAP3-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212907,MT-ND4L,protein_coding,64101,66945,131667,171166,13766,4545,7285,21131
ENSG00000212916,MAP10,protein_coding,0,0,0,3,0,0,0,0
ENSG00000212933,KRTAP12-4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212935,KRTAP10-3,protein_coding,0,0,0,1,0,0,0,0
ENSG00000212938,KRTAP6-3,protein_coding,0,0,0,0,2,0,0,0
ENSG00000212993,POU5F1B,protein_coding,33,19,19,27,1,0,0,0
ENSG00000213015,ZNF580,protein_coding,1091,1202,834,1421,186,67,99,240
ENSG00000213020,ZNF611,protein_coding,457,560,515,492,637,208,219,600
ENSG00000213022,KLK9,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213023,SYT3,protein_coding,34,19,10,21,21,6,10,21
ENSG00000213024,NUP62,protein_coding,3038,3747,3692,4373,1851,635,1052,2679
ENSG00000213030,CGB8,protein_coding,0,0,0,0,1,0,1,0
ENSG00000213047,DENND1B,protein_coding,943,1032,679,633,542,173,180,523
ENSG00000213064,SFT2D2,protein_coding,2158,2503,1859,2075,886,308,319,959
ENSG00000213066,CEP43,protein_coding,783,959,821,841,274,95,127,317
ENSG00000213079,SCAF8,protein_coding,3287,3692,2775,2778,211,64,69,249
ENSG00000213085,CFAP45,protein_coding,121,121,92,145,13,5,2,7
ENSG00000213088,ACKR1,protein_coding,0,0,0,0,4,1,0,2
ENSG00000213096,ZNF254,protein_coding,1801,1814,1304,1294,451,144,116,337
ENSG00000213123,DYNLT2B,protein_coding,36,30,39,69,34,10,14,43
ENSG00000213139,CRYGS,protein_coding,50,54,47,44,30,13,16,64
ENSG00000213145,CRIP1,protein_coding,12,14,5,13,3,2,7,9
ENSG00000213160,KLHL23,protein_coding,2288,2977,2681,2455,1329,420,631,1645
ENSG00000213171,LINGO4,protein_coding,35,30,17,21,0,0,0,2
ENSG00000213185,FAM24B,protein_coding,163,198,134,166,42,15,18,52
ENSG00000213186,TRIM59,protein_coding,233,286,402,441,364,163,204,459
ENSG00000213190,MLLT11,protein_coding,214,309,142,200,2303,843,941,2334
ENSG00000213199,ASIC3,protein_coding,248,252,115,151,59,19,13,60
ENSG00000213203,GIMAP1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213204,RP3-382I10.7,protein_coding,7,7,7,5,16,2,4,13
ENSG00000213213,CCDC183,protein_coding,223,248,77,115,9,1,5,6
ENSG00000213214,ARHGEF35,protein_coding,59,74,82,77,11,0,2,6
ENSG00000213215,OR2F1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213218,CSH2,protein_coding,0,0,0,1,0,0,0,0
ENSG00000213221,DNLZ,protein_coding,5,11,11,17,5,3,7,8
ENSG00000213231,TCL1B,protein_coding,0,0,0,0,0,0,1,0
ENSG00000213246,SUPT4H1,protein_coding,3,1,2,0,2,1,0,0
ENSG00000213265,TSGA13,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213281,NRAS,protein_coding,5892,6343,5574,5954,1222,404,377,965
ENSG00000213297,ZNF625-ZNF20,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213316,LTC4S,protein_coding,10,8,17,27,0,2,0,4
ENSG00000213337,ANKRD39,protein_coding,151,173,165,211,21,14,13,63
ENSG00000213339,QTRT1,protein_coding,508,632,785,1401,173,80,160,421
ENSG00000213341,CHUK,protein_coding,1230,1404,1069,1107,277,97,75,310
ENSG00000213347,MXD3,protein_coding,347,326,206,443,118,57,80,169
ENSG00000213366,GSTM2,protein_coding,13,6,8,8,245,85,128,280
ENSG00000213380,COG8,protein_coding,430,617,583,836,93,32,52,125
ENSG00000213390,ARHGAP19,protein_coding,1305,1428,1576,1620,231,67,79,202
ENSG00000213397,HAUS7,protein_coding,9,14,22,24,4,0,1,5
ENSG00000213398,LCAT,protein_coding,42,44,40,55,61,34,39,112
ENSG00000213401,MAGEA12,protein_coding,1446,1698,1480,2004,0,0,0,0
ENSG00000213402,PTPRCAP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213413,PVRIG,protein_coding,14,20,6,7,1,0,0,2
ENSG00000213416,KRTAP4-12,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213417,KRTAP2-4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213420,GPC2,protein_coding,427,457,122,236,46,17,26,49
ENSG00000213424,KRT222,protein_coding,2,2,2,0,0,0,0,1
ENSG00000213445,SIPA1,protein_coding,598,682,328,548,597,202,321,711
ENSG00000213462,ERV3-1,protein_coding,473,489,414,523,106,38,53,176
ENSG00000213463,SYNJ2BP,protein_coding,3479,4386,4970,5080,3244,1169,1465,3895
ENSG00000213465,ARL2,protein_coding,475,560,584,976,560,235,438,919
ENSG00000213471,TTLL13P,protein_coding,4,2,1,5,3,0,0,3
ENSG00000213512,GBP7,protein_coding,0,0,2,0,0,0,0,0
ENSG00000213516,RBMXL1,protein_coding,1544,1887,2196,2475,1188,439,459,1430
ENSG00000213523,SRA1,protein_coding,751,920,819,1144,412,122,180,465
ENSG00000213533,STIMATE,protein_coding,59,69,50,74,35,16,28,60
ENSG00000213551,DNAJC9,protein_coding,379,426,393,459,831,292,447,1091
ENSG00000213563,C8orf82,protein_coding,488,622,496,800,247,78,159,311
ENSG00000213578,CPLX3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213585,VDAC1,protein_coding,26283,30624,25786,28022,6751,2177,1706,4534
ENSG00000213588,ZBTB9,protein_coding,396,495,530,720,265,107,267,594
ENSG00000213593,TMX2,protein_coding,4977,6122,5762,7299,366,108,170,545
ENSG00000213614,HEXA,protein_coding,330,383,349,348,0,0,0,1
ENSG00000213619,NDUFS3,protein_coding,1233,1649,1369,2212,532,190,213,572
ENSG00000213625,LEPROT,protein_coding,1063,1155,1080,1224,1939,667,755,1986
ENSG00000213626,LBH,protein_coding,4,1,1,41,279,101,32,84
ENSG00000213638,ADAT3,protein_coding,55,98,45,95,10,5,13,13
ENSG00000213639,PPP1CB,protein_coding,9951,11210,9137,9978,3360,1119,909,2653
ENSG00000213648,SULT1A4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213654,GPSM3,protein_coding,18,33,8,8,118,46,50,190
ENSG00000213658,LAT,protein_coding,5,10,14,8,5,4,4,8
ENSG00000213672,NCKIPSD,protein_coding,2136,2474,1107,1713,1129,388,282,744
ENSG00000213676,ATF6B,protein_coding,902,1054,1145,1641,1098,463,560,1648
ENSG00000213689,TREX1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213694,S1PR3,protein_coding,1291,1462,242,294,443,117,206,634
ENSG00000213699,SLC35F6,protein_coding,1211,1447,1104,1613,708,275,329,870
ENSG00000213714,FAM209B,protein_coding,0,1,2,0,2,0,1,1
ENSG00000213719,CLIC1,protein_coding,2977,3537,3709,5885,5879,2060,2225,5684
ENSG00000213722,DDAH2,protein_coding,668,780,395,658,225,72,109,224
ENSG00000213741,RPS29,protein_coding,4803,5856,7415,12756,3022,1112,1227,2870
ENSG00000213759,UGT2B11,protein_coding,663,821,1018,1340,0,0,1,0
ENSG00000213760,ATP6V1G2,protein_coding,80,76,102,132,8,4,5,13
ENSG00000213762,ZNF134,protein_coding,1370,1672,1432,1620,816,279,302,957
ENSG00000213780,GTF2H4,protein_coding,10,13,4,5,11,4,5,8
ENSG00000213782,DDX47,protein_coding,46,43,37,47,38,16,23,55
ENSG00000213793,ZNF888,protein_coding,313,376,519,577,222,89,127,361
ENSG00000213799,ZNF845,protein_coding,672,780,699,628,1039,394,482,1241
ENSG00000213809,KLRK1,protein_coding,1,0,0,0,0,0,0,2
ENSG00000213822,CEACAM18,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213853,EMP2,protein_coding,1322,1489,1269,1527,1660,552,489,1420
ENSG00000213859,KCTD11,protein_coding,446,443,197,325,366,162,62,141
ENSG00000213886,UBD,protein_coding,0,0,0,1,0,1,0,0
ENSG00000213889,PPM1N,protein_coding,65,57,22,29,35,8,12,31
ENSG00000213892,CEACAM16,protein_coding,0,0,0,0,2,0,0,2
ENSG00000213901,SLC23A3,protein_coding,20,47,24,36,11,8,6,10
ENSG00000213903,LTB4R,protein_coding,608,708,608,650,69,14,19,81
ENSG00000213906,LTB4R2,protein_coding,149,200,132,172,19,9,16,37
ENSG00000213918,DNASE1,protein_coding,3929,3974,1291,1766,191,59,115,244
ENSG00000213920,MDP1,protein_coding,3,3,1,3,3,1,1,2
ENSG00000213921,LEUTX,protein_coding,0,0,0,2,0,0,0,0
ENSG00000213923,CSNK1E,protein_coding,2074,2312,1802,2535,835,293,355,883
ENSG00000213927,CCL27,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213928,IRF9,protein_coding,173,193,155,162,122,54,33,107
ENSG00000213930,GALT,protein_coding,216,260,201,301,45,18,35,85
ENSG00000213931,HBE1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213934,HBG1,protein_coding,0,0,0,1,0,0,0,0
ENSG00000213937,CLDN9,protein_coding,4,5,5,13,2,0,1,0
ENSG00000213949,ITGA1,protein_coding,94,164,289,256,970,316,235,629
ENSG00000213965,NUDT19,protein_coding,946,1102,1251,1711,97,26,39,127
ENSG00000213967,ZNF726,protein_coding,270,323,439,355,13,2,9,22
ENSG00000213973,ZNF99,protein_coding,51,48,61,46,0,0,0,0
ENSG00000213977,TAX1BP3,protein_coding,8,7,5,2,6,0,1,1
ENSG00000213983,AP1G2,protein_coding,1954,2002,1308,1774,438,161,168,389
ENSG00000213988,ZNF90,protein_coding,4,3,1,1,1,0,0,0
ENSG00000213995,NAXD,protein_coding,1179,1277,971,1421,149,38,65,139
ENSG00000213996,TM6SF2,protein_coding,0,0,0,0,0,0,0,1
ENSG00000213999,MEF2B,protein_coding,5,2,1,8,5,0,3,11
ENSG00000214013,GANC,protein_coding,471,579,395,471,303,96,131,362
ENSG00000214021,TTLL3,protein_coding,2398,2462,1369,1634,63,24,32,103
ENSG00000214022,REPIN1,protein_coding,4870,5336,4607,6304,1037,387,628,1635
ENSG00000214026,MRPL23,protein_coding,24,19,30,55,8,1,2,14
ENSG00000214029,ZNF891,protein_coding,1000,1244,973,1098,182,50,75,230
ENSG00000214042,IFNA7,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214046,SMIM7,protein_coding,1241,1423,1280,1753,520,161,233,613
ENSG00000214050,FBXO16,protein_coding,290,374,520,557,87,35,59,139
ENSG00000214063,TSPAN4,protein_coding,206,209,188,311,343,160,234,506
ENSG00000214078,CPNE1,protein_coding,1522,1618,1302,2026,3755,1276,1334,3438
ENSG00000214087,ARL16,protein_coding,566,657,470,639,231,78,102,232
ENSG00000214097,SMCO1,protein_coding,2,0,1,1,0,0,0,0
ENSG00000214102,WEE2,protein_coding,6,7,7,1,0,0,0,0
ENSG00000214107,MAGEB1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214113,LYRM4,protein_coding,486,583,675,868,699,248,278,762
ENSG00000214114,MYCBP,protein_coding,800,946,1050,1050,517,151,166,481
ENSG00000214128,TMEM213,protein_coding,0,1,0,0,0,0,0,1
ENSG00000214140,PRCD,protein_coding,13,9,11,19,193,71,74,219
ENSG00000214160,ALG3,protein_coding,2060,2184,2455,3643,1920,761,906,2770
ENSG00000214193,SH3D21,protein_coding,902,970,346,494,268,133,51,105
ENSG00000214194,SMIM30,protein_coding,1294,1378,1730,1902,603,219,278,799
ENSG00000214212,C19orf38,protein_coding,8,13,13,21,3,1,5,9
ENSG00000214216,IQCJ,protein_coding,0,0,0,0,443,141,58,133
ENSG00000214226,C17orf67,protein_coding,136,145,167,199,84,20,34,79
ENSG00000214237,MINDY4B,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214253,FIS1,protein_coding,2431,2841,2546,4073,678,233,352,861
ENSG00000214265,RP11-701H24.9,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214274,ANG,protein_coding,136,122,111,185,64,28,15,52
ENSG00000214279,SCART1,protein_coding,117,69,45,42,11,3,3,15
ENSG00000214285,NPS,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214290,COLCA2,protein_coding,9,9,44,25,8,4,8,18
ENSG00000214300,SPDYE3,protein_coding,6,4,21,17,1,0,0,2
ENSG00000214309,MBLAC1,protein_coding,97,78,72,110,17,7,8,12
ENSG00000214324,C3orf56,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214336,FOXI3,protein_coding,0,0,0,2,0,0,0,0
ENSG00000214338,SOGA3,protein_coding,0,0,0,0,7,1,5,6
ENSG00000214357,NEURL1B,protein_coding,433,429,409,491,77,37,46,99
ENSG00000214360,EFCAB9,protein_coding,0,1,1,0,4,0,0,1
ENSG00000214367,HAUS3,protein_coding,234,275,227,292,87,35,43,119
ENSG00000214376,VSTM5,protein_coding,3,0,2,5,22,11,17,28
ENSG00000214402,LCNL1,protein_coding,0,1,0,1,0,0,1,0
ENSG00000214413,BBIP1,protein_coding,1069,1246,1028,1055,346,120,133,323
ENSG00000214414,TRIM77,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214415,GNAT3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214435,AS3MT,protein_coding,0,1,0,2,0,0,0,0
ENSG00000214447,FAM187A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214456,PLIN5,protein_coding,4,0,3,4,2,3,2,11
ENSG00000214491,SEC14L6,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214510,SPINK13,protein_coding,0,0,0,0,2,3,0,3
ENSG00000214511,HIGD1C,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214513,NOTO,protein_coding,2,1,0,0,0,1,1,2
ENSG00000214517,PPME1,protein_coding,4520,5561,2993,3853,3333,1156,808,2016
ENSG00000214518,KRTAP2-2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214530,STARD10,protein_coding,1176,1452,827,1502,638,220,311,814
ENSG00000214534,ZNF705E,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214562,NUTM2D,protein_coding,10,23,16,33,10,1,1,20
ENSG00000214575,CPEB1,protein_coding,4,12,12,22,119,46,43,92
ENSG00000214595,EML6,protein_coding,362,438,117,131,139,48,59,148
ENSG00000214642,DEFB113,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214652,ZNF727,protein_coding,107,152,138,149,0,0,0,0
ENSG00000214654,B3GALT9,protein_coding,519,609,783,884,100,60,58,126
ENSG00000214655,ZSWIM8,protein_coding,3414,3675,1704,2181,2856,1044,1043,2952
ENSG00000214681,IQCF5,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214686,IQCF6,protein_coding,11,13,8,3,0,0,0,0
ENSG00000214688,C10orf105,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214694,ARHGEF33,protein_coding,9,7,4,1,12,6,1,8
ENSG00000214700,C12orf71,protein_coding,2,0,0,0,1,0,1,1
ENSG00000214706,IFRD2,protein_coding,1365,1730,1172,1777,365,126,248,562
ENSG00000214711,CAPN14,protein_coding,39,30,21,17,7,5,7,10
ENSG00000214717,ZBED1,protein_coding,1087,1323,1386,1889,106,34,60,160
ENSG00000214717,ZBED1,protein_coding,1087,1323,1386,1889,106,34,60,160
ENSG00000214736,TOMM6,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214753,HNRNPUL2,protein_coding,1292,1475,1421,1775,222,79,88,218
ENSG00000214756,CSKMT,protein_coding,197,228,244,331,42,19,30,72
ENSG00000214782,MS4A18,protein_coding,5,8,10,16,0,0,0,0
ENSG00000214787,MS4A4E,protein_coding,1,4,2,1,4,2,0,0
ENSG00000214814,FER1L6,protein_coding,20,21,39,37,5,2,3,2
ENSG00000214819,CDRT15L2,protein_coding,0,0,0,0,0,0,0,1
ENSG00000214827,MTCP1,protein_coding,46,50,50,56,11,3,3,10
ENSG00000214842,RAD51AP2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214860,EVPLL,protein_coding,0,0,0,1,0,0,0,0
ENSG00000214866,DCDC2C,protein_coding,1,6,1,3,5,6,0,0
ENSG00000214872,SMTNL1,protein_coding,0,3,0,3,2,0,3,5
ENSG00000214891,TRIM64C,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214897,PNMA6E,protein_coding,0,0,0,1,0,0,0,0
ENSG00000214929,SPATA31D1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214940,NPIPA8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214941,ZSWIM7,protein_coding,1040,1138,1054,1315,78,36,51,140
ENSG00000214943,GPR33,protein_coding,0,0,0,0,0,0,0,0
ENSG00000214944,ARHGEF28,protein_coding,35,49,58,102,950,282,380,1173
ENSG00000214946,TBC1D26,protein_coding,1,0,0,2,0,0,0,0
ENSG00000214954,LRRC69,protein_coding,21,35,21,20,35,13,17,50
ENSG00000214960,CRPPA,protein_coding,0,2,1,2,18,10,12,29
ENSG00000214967,NPIPA7,protein_coding,42,42,39,45,6,0,0,1
ENSG00000214978,GSG1L2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215009,ACSM4,protein_coding,27,34,12,8,0,0,0,0
ENSG00000215012,RTL10,protein_coding,2064,2398,2038,2142,277,109,178,453
ENSG00000215018,COL28A1,protein_coding,41,49,32,45,1,1,0,0
ENSG00000215021,PHB2,protein_coding,7926,8844,8120,10811,2488,915,1560,3716
ENSG00000215029,TCP11X2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215041,NEURL4,protein_coding,1879,2385,1483,1801,65,21,46,114
ENSG00000215045,GRID2IP,protein_coding,49,53,50,45,0,0,0,0
ENSG00000215113,CXorf49B,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215114,UBXN2B,protein_coding,2906,3248,2900,2964,1043,360,388,1031
ENSG00000215115,CXorf49,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215126,CBWD6,protein_coding,132,134,134,160,21,7,7,25
ENSG00000215131,C16orf90,protein_coding,2,0,0,0,0,0,0,0
ENSG00000215148,PRSS41,protein_coding,0,0,0,1,0,0,0,0
ENSG00000215174,NLRP2B,protein_coding,0,0,0,0,0,0,0,1
ENSG00000215182,MUC5AC,protein_coding,23,20,11,17,16,4,13,21
ENSG00000215183,MSMP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215186,GOLGA6B,protein_coding,7,6,6,3,0,0,0,1
ENSG00000215187,FAM166B,protein_coding,61,53,68,86,4,3,5,8
ENSG00000215193,PEX26,protein_coding,1970,2315,1918,2483,840,292,387,985
ENSG00000215203,GRXCR1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215217,C5orf49,protein_coding,0,0,0,1,1,0,1,0
ENSG00000215218,UBE2QL1,protein_coding,23,20,1,3,377,131,145,388
ENSG00000215251,FASTKD5,protein_coding,1513,1986,1611,1657,552,158,200,655
ENSG00000215252,GOLGA8B,protein_coding,1309,1382,974,1027,208,50,69,156
ENSG00000215262,KCNU1,protein_coding,9,5,72,108,1,2,3,15
ENSG00000215269,GAGE12G,protein_coding,3,2,5,5,0,0,0,0
ENSG00000215274,GAGE10,protein_coding,4,11,3,11,0,0,0,0
ENSG00000215277,RNF212B,protein_coding,2,0,2,2,1,0,0,1
ENSG00000215301,DDX3X,protein_coding,20832,24836,16864,17138,4827,1178,1193,3331
ENSG00000215305,VPS16,protein_coding,1006,1208,977,1455,276,96,171,435
ENSG00000215343,ZNF705D,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215356,ZNF705B,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215372,ZNF705G,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215375,MYL5,protein_coding,435,495,349,528,14,6,7,23
ENSG00000215397,SCRT2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215421,ZNF407,protein_coding,586,738,730,711,144,46,48,184
ENSG00000215440,NPEPL1,protein_coding,306,330,262,321,62,23,37,86
ENSG00000215454,KRTAP10-4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215455,KRTAP10-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215472,RPL17-C18orf32,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215474,SKOR2,protein_coding,0,0,0,0,1,0,0,0
ENSG00000215475,SIAH3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215529,EFCAB8,protein_coding,1,6,3,7,16,4,3,9
ENSG00000215545,DEFB116,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215547,DEFB115,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215568,GAB4,protein_coding,0,4,0,0,0,0,0,0
ENSG00000215595,C20orf202,protein_coding,1,0,3,0,4,1,0,2
ENSG00000215612,HMX1,protein_coding,4,2,0,3,102,29,60,142
ENSG00000215644,GCGR,protein_coding,2,1,1,0,0,0,0,0
ENSG00000215695,RSC1A1,protein_coding,1,2,0,1,1,0,0,1
ENSG00000215704,CELA2B,protein_coding,2,1,2,2,0,0,0,1
ENSG00000215712,TMEM242,protein_coding,464,542,702,796,251,77,99,239
ENSG00000215717,TMEM167B,protein_coding,1899,1931,2103,2547,950,317,344,972
ENSG00000215784,FAM72D,protein_coding,63,65,82,98,99,32,44,104
ENSG00000215788,TNFRSF25,protein_coding,117,82,82,100,226,103,56,163
ENSG00000215817,ZC3H11B,protein_coding,22,31,24,24,15,4,6,8
ENSG00000215845,TSTD1,protein_coding,1077,1198,1258,1960,9,1,3,10
ENSG00000215853,RPTN,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215883,CYB5RL,protein_coding,630,719,966,1284,96,39,93,237
ENSG00000215906,LACTBL1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000215910,C1orf167,protein_coding,9,5,0,2,0,0,0,0
ENSG00000215912,TTC34,protein_coding,123,132,62,75,44,18,29,97
ENSG00000215915,ATAD3C,protein_coding,190,243,118,114,5,4,4,19
ENSG00000216490,IFI30,protein_coding,2,2,2,7,4,0,2,8
ENSG00000216588,IGSF23,protein_coding,0,3,3,1,6,1,4,5
ENSG00000216649,GAGE12E,protein_coding,0,2,0,0,0,0,0,0
ENSG00000216921,FAM240C,protein_coding,0,4,3,2,0,0,0,1
ENSG00000216937,CCDC7,protein_coding,222,261,168,167,874,292,253,673
ENSG00000217128,FNIP1,protein_coding,1558,1811,1600,1512,2190,698,697,1742
ENSG00000217236,SP9,protein_coding,98,134,104,110,0,0,0,0
ENSG00000217442,SYCE3,protein_coding,312,363,449,692,0,0,0,0
ENSG00000217555,CKLF,protein_coding,9,8,17,25,0,0,0,1
ENSG00000217930,PAM16,protein_coding,54,57,91,120,10,2,3,15
ENSG00000218305,CDC14C,protein_coding,0,0,0,0,0,0,0,0
ENSG00000218336,TENM3,protein_coding,7,11,0,8,1028,314,394,1009
ENSG00000218739,CEBPZOS,protein_coding,4280,4507,4365,5087,2317,889,714,2148
ENSG00000218819,TDRD15,protein_coding,0,0,0,0,0,0,0,0
ENSG00000218823,PAPOLB,protein_coding,0,2,0,0,0,0,0,1
ENSG00000218891,ZNF579,protein_coding,281,258,153,275,90,36,52,106
ENSG00000219073,CELA3B,protein_coding,0,0,0,0,2,1,0,0
ENSG00000219200,RNASEK,protein_coding,76,96,66,66,35,13,14,63
ENSG00000219435,CATSPERZ,protein_coding,4,5,6,6,1,0,2,2
ENSG00000219438,TAFA5,protein_coding,5,3,2,5,0,0,0,0
ENSG00000219481,NBPF1,protein_coding,1374,1452,873,1283,296,161,118,525
ENSG00000219545,UMAD1,protein_coding,542,636,855,943,260,113,124,343
